Sex,MaritalStatus,Age,Education,Occupation,YearsInSf,DualIncome,HouseholdMembers,UnderEighteen,HouseholdStatus,TypeOfHome,EthnicClass,Language,Income
two,one,four,six,one,three,two,two,zero,one,one,seven,one,nine
two,one,four,four,nine,five,three,four,one,one,one,seven,one,eight
two,one,four,four,one,five,two,four,two,one,one,seven,one,six
two,one,six,three,five,five,three,four,zero,one,one,seven,one,six
two,five,four,four,one,five,one,two,zero,two,three,seven,one,four
one,one,three,five,one,four,two,two,zero,two,one,two,one,eight
one,five,two,four,two,five,one,three,zero,three,one,seven,one,two
one,five,three,three,one,five,one,one,zero,two,one,six,one,six
one,one,two,three,three,five,two,two,zero,two,three,five,one,three
two,one,three,five,one,five,three,two,zero,one,one,seven,one,five
two,five,four,five,four,five,one,one,zero,one,two,two,one,six
one,three,six,four,eight,four,one,one,zero,one,two,seven,one,three
one,two,three,five,two,five,two,two,zero,two,two,seven,one,eight
two,five,two,three,three,two,one,three,one,two,four,five,one,two
two,one,five,three,unknown,five,two,two,zero,two,three,five,one,nine
one,five,two,three,one,four,one,four,one,three,one,seven,one,eight
two,five,two,three,two,five,one,four,zero,two,one,seven,one,one
one,one,six,five,one,five,two,four,zero,two,one,seven,one,nine
one,five,two,four,one,five,one,four,one,three,one,seven,one,two
one,five,two,three,two,five,one,one,zero,two,three,seven,one,two
one,one,four,four,one,five,two,four,one,one,one,five,two,seven
one,five,two,four,six,five,one,four,two,two,two,two,one,seven
two,one,five,six,five,two,three,two,zero,two,three,seven,one,eight
one,five,two,two,six,unknown,one,eight,three,one,one,unknown,two,seven
two,five,two,three,six,five,one,five,one,three,one,five,two,seven
two,two,four,six,one,five,one,two,zero,one,two,seven,one,nine
one,five,two,three,six,five,one,three,zero,three,one,seven,one,seven
one,five,two,three,two,five,one,five,two,three,two,three,two,three
one,one,two,three,two,five,two,six,zero,two,two,seven,one,six
one,five,two,three,one,unknown,one,five,two,one,one,one,one,six
two,five,one,one,unknown,four,one,two,one,three,two,seven,one,one
two,five,one,two,six,five,one,unknown,zero,three,unknown,seven,one,one
two,five,one,two,six,five,one,four,one,three,one,seven,one,one
one,five,one,two,six,five,one,three,one,three,one,seven,one,one
two,one,three,three,five,five,two,three,one,two,four,seven,one,four
two,five,two,four,six,four,one,two,zero,three,one,seven,one,nine
two,one,four,three,four,unknown,two,five,zero,one,one,seven,one,eight
two,five,two,four,six,three,one,four,one,three,one,two,one,eight
two,one,three,three,five,five,three,four,two,two,two,seven,one,four
one,three,three,three,nine,five,one,three,one,two,one,seven,one,six
two,one,three,four,one,four,two,three,one,two,one,seven,one,three
two,one,three,four,one,five,three,three,one,one,one,seven,one,nine
two,one,five,four,one,five,two,four,one,one,one,seven,one,eight
two,five,two,three,one,five,one,four,zero,three,one,seven,one,one
one,five,two,four,one,five,one,six,one,three,one,seven,one,eight
two,one,five,five,one,five,two,three,zero,one,unknown,three,one,four
two,five,three,six,one,five,one,one,zero,two,three,seven,one,four
one,one,three,five,one,five,two,two,zero,one,one,seven,one,eight
two,five,one,two,six,five,one,three,one,three,two,seven,one,one
two,five,one,two,six,five,one,four,one,three,one,seven,one,one
two,one,three,four,one,four,two,three,one,two,one,seven,one,nine
one,unknown,three,five,two,three,one,unknown,zero,one,one,two,three,six
one,five,two,four,six,unknown,one,two,zero,one,one,three,one,two
one,five,two,four,six,five,one,five,two,three,one,two,three,one
two,five,two,five,four,five,one,four,zero,three,one,two,one,two
one,one,five,three,one,five,three,two,zero,one,one,seven,one,seven
two,one,six,three,five,five,two,two,zero,one,one,seven,one,seven
two,five,three,five,one,five,one,three,zero,three,one,seven,one,six
two,five,two,two,six,two,one,three,one,three,one,eight,three,eight
two,one,four,five,five,two,three,four,two,two,one,seven,one,eight
one,five,two,three,two,five,one,unknown,zero,two,two,unknown,two,three
two,one,two,four,one,five,two,three,one,two,one,seven,one,five
two,one,two,three,five,five,three,three,one,two,three,seven,one,four
two,one,three,six,one,four,two,two,zero,one,one,seven,one,nine
two,one,four,four,four,five,two,three,one,one,one,seven,one,nine
two,five,two,four,two,one,one,three,zero,three,two,seven,one,one
one,one,five,six,one,five,two,three,one,one,one,unknown,one,nine
two,one,two,four,one,two,two,two,zero,one,two,seven,one,eight
one,three,three,three,three,five,one,one,zero,two,three,five,one,five
two,one,five,three,five,five,three,four,two,one,one,seven,one,seven
two,five,two,two,six,five,one,four,one,three,one,seven,one,one
one,five,two,three,six,four,one,unknown,zero,unknown,unknown,seven,one,seven
one,five,two,three,six,five,one,three,one,three,one,seven,one,one
two,one,three,five,one,two,two,two,zero,two,two,seven,one,eight
two,two,two,four,six,five,two,two,zero,two,three,seven,one,three
one,five,two,three,three,unknown,one,three,zero,three,one,seven,one,eight
one,one,three,six,one,four,two,two,zero,one,one,seven,one,nine
one,two,four,six,one,four,one,two,zero,one,two,seven,one,nine
one,five,two,three,three,five,one,four,zero,three,one,six,one,three
one,five,two,three,six,five,one,unknown,zero,three,one,eight,one,one
one,five,two,three,one,five,one,eight,three,three,one,five,one,three
one,five,two,three,six,four,one,four,one,three,one,five,one,one
one,five,two,four,one,two,one,one,zero,two,three,seven,one,three
one,five,two,two,six,unknown,one,unknown,zero,unknown,unknown,unknown,one,nine
one,five,two,three,three,five,one,five,three,three,one,five,one,four
one,five,two,two,six,five,one,four,zero,three,one,five,one,nine
one,one,three,six,one,unknown,two,two,zero,two,three,seven,one,eight
one,two,three,five,one,five,one,two,zero,two,one,six,one,eight
one,two,three,four,one,five,one,two,zero,one,one,seven,one,seven
one,two,four,six,one,five,one,two,zero,one,one,seven,one,nine
two,three,four,two,five,five,one,four,one,two,three,five,one,six
one,five,two,four,three,three,one,one,zero,one,one,seven,one,seven
one,five,three,three,three,unknown,one,one,zero,two,three,seven,one,six
two,five,two,two,six,five,one,six,one,two,one,five,one,five
one,five,two,four,six,unknown,one,five,zero,one,one,two,one,one
two,five,one,two,two,five,one,six,two,three,one,seven,one,six
one,five,two,three,three,five,one,three,zero,three,one,seven,one,two
two,one,four,four,two,three,two,two,zero,one,one,two,unknown,seven
two,one,three,four,five,five,three,three,one,two,one,seven,unknown,seven
one,five,three,five,one,five,one,four,zero,two,one,two,unknown,six
one,five,two,four,three,five,one,three,zero,two,one,seven,one,four
one,five,two,three,three,five,one,one,zero,two,one,seven,one,four
one,five,three,four,three,five,one,three,zero,two,one,seven,one,six
one,five,two,four,four,five,one,two,zero,one,one,seven,one,one
two,three,five,four,one,two,one,one,zero,two,three,seven,one,four
one,five,two,three,two,two,one,six,two,one,one,seven,three,nine
one,five,three,three,unknown,two,one,one,zero,two,one,seven,one,five
one,five,two,four,six,five,one,three,one,three,two,five,three,six
one,five,two,four,nine,five,one,three,zero,three,one,seven,one,one
one,five,two,four,six,four,one,three,zero,three,one,seven,one,six
two,two,four,four,one,five,one,two,zero,one,two,seven,one,seven
one,one,two,four,one,five,two,two,zero,one,two,five,one,eight
one,one,two,four,one,five,two,two,zero,one,two,five,one,seven
one,five,two,two,three,five,one,six,three,three,one,seven,one,five
one,five,two,three,six,three,one,three,zero,three,three,six,three,one
two,one,three,four,four,five,two,two,zero,one,one,seven,one,nine
two,one,four,four,six,four,three,four,two,one,one,eight,one,seven
one,five,two,four,six,five,one,five,three,three,one,seven,one,one
one,three,three,four,one,four,one,one,zero,two,three,seven,one,six
two,two,two,unknown,one,two,one,unknown,zero,two,one,seven,one,three
two,one,four,six,five,two,three,four,two,one,one,seven,one,nine
two,two,two,four,four,three,one,two,zero,two,three,seven,one,six
two,one,five,six,one,five,two,four,zero,one,one,seven,one,nine
one,five,two,three,nine,two,one,four,zero,three,one,seven,one,one
one,three,three,three,one,five,one,three,zero,two,three,seven,one,six
one,one,four,six,one,five,two,three,eight,one,one,unknown,one,six
one,five,two,four,six,three,one,unknown,zero,two,five,seven,one,one
one,one,four,four,three,five,two,four,two,one,one,seven,one,six
two,one,three,three,three,five,two,two,zero,two,three,one,two,nine
one,one,four,six,one,five,two,four,one,one,one,seven,one,eight
one,five,two,four,three,four,one,three,one,three,one,seven,one,two
two,five,two,five,one,five,one,four,zero,three,one,two,three,four
one,five,two,three,nine,unknown,one,unknown,zero,three,one,seven,one,one
one,five,two,three,two,unknown,one,four,zero,two,one,five,one,three
one,one,three,four,three,five,two,four,two,one,one,seven,one,eight
two,five,two,two,nine,five,one,four,one,three,one,seven,one,one
one,three,three,six,one,five,one,one,zero,two,three,seven,one,seven
one,three,four,three,three,five,one,three,two,one,two,eight,one,seven
one,one,three,four,one,five,two,four,two,one,one,three,one,eight
one,four,five,three,three,five,one,three,zero,one,one,seven,one,seven
one,one,three,six,one,four,two,two,zero,two,three,seven,one,four
two,five,two,four,six,five,one,three,zero,three,one,two,one,one
one,one,four,five,three,five,three,four,two,one,one,seven,one,six
two,one,four,four,five,five,three,four,two,one,one,seven,one,five
one,two,two,four,three,two,one,two,zero,two,three,seven,one,six
two,one,five,four,one,unknown,two,one,zero,two,unknown,seven,one,one
one,three,four,six,one,four,one,one,zero,one,one,seven,one,eight
two,one,three,three,one,four,two,three,one,two,three,seven,one,nine
two,one,four,five,one,five,two,four,four,two,one,one,one,nine
one,two,three,three,one,five,one,two,zero,two,two,seven,one,six
two,two,two,three,four,five,three,two,zero,three,unknown,seven,one,two
one,one,four,six,one,four,two,four,two,one,one,two,one,nine
two,one,four,four,four,unknown,three,four,two,two,one,seven,one,two
one,one,five,five,one,five,two,four,zero,one,one,three,one,seven
two,five,two,three,six,four,one,five,two,three,one,two,one,four
one,one,three,five,one,five,two,two,zero,one,one,seven,one,nine
two,one,three,five,one,five,two,two,zero,one,one,five,one,nine
two,one,five,three,six,five,three,four,one,one,one,eight,one,six
two,one,three,two,one,five,two,two,zero,one,one,seven,one,eight
two,one,three,five,one,three,two,two,zero,one,one,seven,one,nine
two,one,three,four,six,five,three,three,one,one,one,seven,one,nine
two,three,three,four,one,five,one,one,zero,two,one,three,one,five
two,one,four,six,one,three,two,three,zero,one,one,seven,one,nine
two,one,three,five,one,five,two,two,zero,two,three,seven,one,eight
two,one,seven,three,five,unknown,three,two,zero,one,one,seven,one,six
two,one,four,five,one,five,two,five,three,one,one,seven,one,seven
two,one,three,five,one,five,two,four,two,one,one,seven,one,eight
one,five,four,four,one,unknown,one,one,zero,two,three,three,one,four
two,one,four,three,three,five,two,seven,zero,one,one,five,two,seven
one,one,four,four,two,five,two,four,two,one,one,seven,one,eight
one,five,two,three,six,five,one,two,zero,two,three,five,one,five
one,three,four,three,one,two,one,one,zero,two,one,seven,one,six
two,one,seven,three,eight,five,three,two,zero,one,one,two,one,five
two,one,five,six,one,five,two,five,zero,one,one,seven,one,eight
two,five,two,four,six,five,one,four,zero,three,one,three,one,one
two,three,four,four,four,five,one,three,two,one,one,two,one,three
two,one,four,five,four,five,two,five,three,one,one,seven,one,eight
two,one,three,three,four,five,two,four,two,three,one,five,one,three
one,five,five,four,one,five,one,two,zero,one,one,seven,one,eight
two,one,four,four,five,five,three,two,zero,one,one,seven,one,eight
one,three,three,three,three,five,one,three,two,one,three,two,one,six
one,one,three,three,three,five,two,five,three,one,three,two,one,six
one,three,three,four,one,five,one,one,zero,two,one,one,one,three
two,five,two,three,six,five,one,two,zero,three,one,five,two,seven
one,five,two,three,one,five,one,one,zero,two,three,seven,one,two
two,three,four,five,one,five,one,one,zero,two,one,five,one,three
one,five,three,five,one,five,one,two,zero,one,two,seven,one,eight
one,one,five,six,one,four,two,two,zero,one,one,seven,one,nine
two,five,one,two,nine,five,one,three,one,three,one,seven,one,one
one,five,two,four,seven,unknown,one,one,zero,unknown,unknown,one,one,one
one,five,two,three,one,five,one,five,one,three,one,one,one,three
two,four,seven,six,eight,five,one,one,zero,two,two,seven,one,four
two,five,three,five,one,two,one,one,zero,two,one,seven,one,five
two,one,six,four,four,five,two,two,zero,one,one,seven,one,seven
one,one,four,five,one,five,two,three,one,one,one,two,one,eight
one,one,six,three,two,five,two,two,zero,one,one,seven,one,seven
one,five,two,three,seven,five,one,three,zero,three,one,two,one,nine
one,one,three,five,seven,two,two,five,two,two,three,seven,one,seven
one,five,three,four,six,five,one,two,zero,two,one,seven,one,eight
one,five,two,three,six,four,one,two,zero,three,one,seven,one,one
two,one,four,five,one,five,two,two,zero,one,two,seven,one,eight
two,three,three,three,one,five,one,six,three,three,one,five,one,nine
one,one,three,four,four,unknown,two,four,zero,two,one,seven,one,eight
two,five,two,three,four,five,one,two,zero,two,one,seven,one,three
two,four,seven,four,five,five,one,one,zero,one,one,seven,one,one
one,two,two,four,three,five,two,four,one,two,one,eight,one,four
one,one,three,four,three,five,two,four,two,three,three,seven,one,six
one,five,two,four,two,five,one,five,zero,three,one,seven,one,two
one,two,three,four,one,two,one,two,zero,one,one,seven,one,nine
one,five,two,four,six,five,one,three,zero,one,one,seven,one,six
one,one,four,five,one,five,two,two,zero,one,one,seven,one,eight
one,five,two,two,six,two,one,four,seven,three,one,seven,one,one
one,one,three,three,one,five,two,four,two,two,one,five,one,six
two,five,three,four,two,five,one,one,zero,two,three,seven,one,four
one,three,two,three,one,unknown,one,two,zero,two,three,seven,one,four
one,five,one,five,six,five,one,five,three,three,one,two,one,one
one,five,two,three,three,two,one,four,two,two,two,six,one,five
one,five,one,two,six,five,one,eight,three,three,one,five,two,one
one,five,one,two,six,five,one,four,one,three,one,five,one,one
one,five,two,four,seven,two,one,one,zero,two,three,seven,one,one
